ID,Monetary,Frequence,Recency
15281.0,2332.15,9,59
12736.0,234.0,1,333
13473.0,422.64,2,61
14320.0,477.79,2,207
12393.0,1582.6000000000001,4,72
17742.0,355.11,2,113
16351.0,153.9,1,333
12601.0,577.0600000000001,5,190
13144.0,110.95,1,333
15346.0,252.42000000000002,1,333
15370.0,2386.05,7,41
12643.0,3344.64,6,128
16034.0,437.7,3,196
17365.0,4767.36,8,13
15189.0,16225.39,41,1
14669.0,1259.24,3,242
18095.0,580.0500000000001,2,313
15749.0,44534.3,3,235
15518.0,1921.55,8,64
14209.0,2073.43,6,11
16042.0,1177.47,5,22
15569.0,1375.71,5,104
12728.0,836.33,4,71
13672.0,186.39000000000001,2,301
17569.0,344.14,1,332
13784.0,2462.79,11,10
12724.0,1031.41,4,5
13862.0,2209.36,8,18
16791.0,1705.78,7,29
16235.0,867.31,5,41
14270.0,492.65000000000003,1,332
12523.0,1789.77,11,19
16655.0,3789.52,6,18
16359.0,1750.92,9,7
16554.0,837.1,3,42
12359.0,6310.03,4,58
15939.0,6115.01,15,90
14587.0,1580.29,9,19
14715.0,867.38,4,25
14185.0,197.65,1,331
12437.0,4951.41,18,2
14040.0,3560.32,12,41
12652.0,919.98,1,331
14514.0,990.2,3,61
15171.0,1289.5,1,331
14167.0,562.59,4,39
17389.0,31833.68,34,1
17048.0,925.35,3,118
17364.0,4462.68,11,1
13284.0,201.19,1,331
16500.0,400.86,6,5
12951.0,1064.07,6,9
15835.0,954.09,4,44
18190.0,284.46000000000004,2,192
13993.0,3466.36,9,43
14114.0,386.53,2,274
15447.0,155.17,1,331
16315.0,226.37,1,331
14978.0,1921.3700000000001,5,72
16395.0,1482.06,5,61
15510.0,250.0,1,331
13614.0,1585.46,4,24
13246.0,1961.52,6,18
15687.0,2993.1,9,9
12578.0,2794.51,2,21
16493.0,1351.63,4,80
12490.0,5417.93,10,5
12672.0,225.89999999999998,1,330
13385.0,534.57,1,330
12474.0,7324.09,18,17
15626.0,675.8,2,75
12553.0,3692.28,10,8
15213.0,328.35,2,319
14175.0,3222.3,3,60
18106.0,421.9,1,330
15033.0,2557.18,10,5
14329.0,4975.24,7,17
16401.0,4098.32,12,1
16206.0,537.0600000000001,4,55
13782.0,908.86,6,13
12924.0,933.7,4,88
16593.0,330.03,3,51
15535.0,502.9,4,173
13700.0,2248.63,10,26
13064.0,1105.59,4,13
13048.0,1819.41,4,14
13634.0,1547.3600000000001,5,33
18069.0,2009.24,5,26
16843.0,10196.57,16,43
17064.0,855.45,3,59
17609.0,1105.78,5,41
15673.0,2726.23,4,88
12626.0,6620.48,9,23
14976.0,790.86,7,57
12388.0,2780.66,6,16
13527.0,2242.36,7,34
15696.0,2711.11,8,33
15316.0,165.0,1,327
12673.0,610.52,2,5
15296.0,3672.86,6,51
17988.0,201.12,7,12
12820.0,942.34,4,3
13001.0,9785.970000000001,13,4
14101.0,5976.79,6,74
14238.0,146.85,1,326
17730.0,5298.4800000000005,13,3
13929.0,842.65,2,169
14657.0,848.22,4,18
13859.0,201.16,1,326
18212.0,216.07,1,326
18233.0,440.0,1,326
17018.0,920.1,2,41
14242.0,280.55,2,235
12356.0,2811.43,3,23
12346.0,77183.6,1,326
13898.0,155.93,1,326
16948.0,435.02,3,139
16997.0,702.0,3,288
12527.0,348.71000000000004,3,82
15395.0,107.45,1,326
12510.0,982.5699999999999,2,143
13263.0,7436.93,35,1
14428.0,1224.06,5,7
12665.0,63.0,1,325
12451.0,9035.52,5,11
12422.0,803.5600000000001,3,96
17708.0,263.33,2,188
14090.0,76.32000000000001,1,325
15606.0,2920.16,9,61
13310.0,1132.03,3,28
15831.0,794.64,3,58
14916.0,1268.98,4,71
17602.0,5054.42,6,2
14572.0,2804.54,7,3
13502.0,292.0,3,17
14784.0,289.99,2,26
15938.0,404.58,5,112
12637.0,6002.9,8,67
17418.0,463.46000000000004,2,42
14779.0,386.15,3,281
16321.0,373.65000000000003,5,72
15262.0,178.95000000000002,1,324
17862.0,330.9,1,324
12402.0,225.6,1,323
17771.0,245.81,2,57
15422.0,97.7,2,323
13008.0,229.46999999999997,1,323
14770.0,876.42,2,232
16912.0,2555.58,11,29
15174.0,135.75,1,323
12594.0,3338.2200000000003,10,38
17504.0,2997.0299999999997,9,206
16387.0,94.36,1,323
12664.0,4881.88,9,8
16618.0,2647.59,5,31
17277.0,1065.3500000000001,2,228
14088.0,50491.81,13,10
17094.0,302.0,1,322
14692.0,591.55,4,137
12970.0,405.47,4,7
17889.0,201.37,2,212
17714.0,153.0,1,321
12916.0,2944.95,4,139
17769.0,3957.43,10,13
14450.0,483.25,3,181
16085.0,981.51,5,23
13659.0,1563.0,2,206
15167.0,158.8,1,321
15443.0,3213.59,7,2
14224.0,1009.73,4,110
13742.0,3107.87,12,17
17673.0,1594.97,6,2
12727.0,3980.7,7,11
14068.0,265.85,1,320
13068.0,344.0,2,10
14368.0,155.0,1,320
15497.0,1262.2,2,18
12559.0,561.71,2,311
13819.0,1140.35,3,302
14501.0,251.21,2,184
14782.0,200.10000000000002,1,320
17861.0,2097.88,8,3
14439.0,2661.24,1,320
18161.0,1618.69,5,15
15820.0,206.98,1,320
18136.0,784.33,3,63
16660.0,1267.6499999999999,4,16
12693.0,855.91,4,127
12625.0,2683.82,2,212
13396.0,1360.99,2,29
15179.0,2206.95,5,18
12935.0,2160.7,7,2
16730.0,743.11,3,52
14541.0,1453.35,8,59
13551.0,91.80000000000001,1,319
12421.0,807.04,4,16
15797.0,2207.4,4,113
15052.0,207.73000000000002,1,319
14130.0,480.91,1,319
15222.0,585.0,1,319
13615.0,417.69,1,319
13901.0,2867.2,5,72
13158.0,1201.06,4,95
14257.0,3099.7200000000003,5,64
15218.0,5756.89,11,11
15110.0,996.1,4,24
15967.0,397.68,2,23
16757.0,106.83000000000001,1,319
13815.0,4027.36,4,22
18008.0,2116.19,9,70
14534.0,4397.3,18,3
13703.0,99.5,1,318
15339.0,574.07,2,66
12744.0,21279.29,7,52
12854.0,1316.25,3,79
16222.0,773.5500000000001,1,318
14341.0,2166.98,8,45
13168.0,1299.59,4,36
16943.0,816.73,3,212
17515.0,639.02,4,31
17082.0,2003.85,2,33
14248.0,302.58,1,318
12609.0,1126.85,3,78
13002.0,120.94999999999999,1,318
16133.0,14589.04,33,4
13049.0,656.6800000000001,2,64
14548.0,652.8,2,151
13405.0,572.451,3,74
16043.0,773.99,4,38
14049.0,5578.72,4,17
15812.0,1801.14,5,107
13837.0,266.59000000000003,2,212
17118.0,157.02,1,318
14616.0,406.08000000000004,3,243
14233.0,1462.72,4,49
17075.0,834.12,4,18
16714.0,1129.06,3,219
13098.0,28882.44,28,1
17027.0,877.5600000000001,6,79
12591.0,452.84999999999997,1,317
17786.0,266.85,2,85
16124.0,249.0,1,317
16409.0,2022.98,5,36
13754.0,282.59999999999997,2,152
15227.0,1219.4,5,37
12997.0,1226.89,4,22
16918.0,1068.82,6,50
16882.0,705.12,3,67
14442.0,1589.82,2,205
16496.0,1599.52,3,9
12764.0,1693.88,1,317
17311.0,1384.85,2,78
15910.0,1228.88,8,1
16949.0,1286.27,6,4
14970.0,1592.06,4,68
14701.0,2526.09,9,11
12645.0,1775.18,4,34
12468.0,729.5400000000001,2,188
16767.0,5575.56,11,31
14738.0,1314.45,7,43
17540.0,578.9,2,25
14239.0,2380.85,11,43
18125.0,1131.75,4,30
13328.0,1308.48,1,316
15549.0,1681.46,3,77
15864.0,1936.3200000000002,6,22
14662.0,741.37,4,29
17180.0,783.97,4,56
15057.0,1489.5,2,275
12574.0,218.45,1,316
13330.0,1140.93,3,93
13552.0,3740.07,12,66
12853.0,1957.1000000000001,6,135
13538.0,1280.85,7,43
16755.0,1475.43,3,114
14133.0,605.64,3,130
16523.0,9418.470000000001,21,2
14659.0,2529.93,9,9
13141.0,2388.75,5,85
15365.0,2314.32,7,26
13707.0,806.41,2,267
13709.0,6307.650000000001,13,4
17329.0,523.11,2,14
14805.0,546.4,4,15
16897.0,289.78,2,299
15579.0,327.6,2,69
14595.0,1740.6,6,20
13161.0,112.75,1,313
15415.0,559.61,1,313
17431.0,403.3,1,313
17463.0,1875.86,5,16
14502.0,2429.83,11,20
12528.0,1933.48,6,9
17239.0,382.5,1,313
14426.0,4481.67,10,24
15448.0,494.64,1,313
17314.0,2527.92,8,25
17373.0,646.92,4,40
18145.0,2861.55,4,13
14467.0,596.26,4,18
12908.0,750.0,2,176
15144.0,6580.44,17,8
14776.0,2538.3,11,51
16403.0,177.5,1,312
16407.0,2079.68,10,13
17619.0,214.37,1,312
12778.0,822.23,6,20
17256.0,240.0,2,107
17604.0,309.36,2,217
14006.0,962.19,3,116
13600.0,219.52,1,312
15058.0,2102.54,11,25
15240.0,1706.57,5,45
17147.0,1714.59,4,23
13881.0,17159.52,20,4
16570.0,3738.4,10,15
16612.0,1187.66,4,33
17356.0,178.22,1,312
12836.0,2610.36,4,59
14850.0,325.75,1,312
13939.0,568.55,3,23
16745.0,7180.7,17,87
13606.0,276.75,3,29
13494.0,316.26000000000005,1,312
13802.0,4599.42,3,139
12929.0,117.85,1,312
16419.0,958.71,6,113
17035.0,433.53000000000003,2,246
15203.0,1827.8,6,26
16515.0,1624.14,5,52
12373.0,364.6,1,311
18202.0,1396.99,3,200
12775.0,1386.04,5,17
14549.0,289.24,1,311
15981.0,3408.48,8,25
16110.0,1320.95,3,45
17376.0,203.2,2,71
13110.0,1488.67,7,31
16716.0,901.2,2,267
12676.0,1331.39,6,25
15940.0,35.8,1,311
15971.0,4199.85,12,18
14665.0,1835.7,5,61
14457.0,113.64,1,311
15589.0,478.53000000000003,3,256
14411.0,1063.0,1,311
17560.0,854.95,5,95
15226.0,154.41,1,311
14460.0,434.34,3,110
16156.0,3092.04,9,9
13728.0,1016.14,6,37
14127.0,709.71,3,123
16378.0,362.95,3,247
13894.0,564.62,3,24
13824.0,1698.94,5,33
18250.0,349.27,1,310
15270.0,2379.49,7,16
14188.0,2054.36,6,31
18017.0,523.0,3,81
15421.0,950.36,4,59
17446.0,120.9,2,177
12414.0,562.41,3,217
14798.0,173.74,3,53
12990.0,409.5,3,31
12350.0,334.4,1,310
17337.0,1981.06,4,151
16405.0,167.25,2,302
17071.0,2429.03,9,28
13873.0,389.6,3,120
17362.0,312.23,2,239
13394.0,2520.02,8,2
12502.0,3723.87,5,96
16333.0,26626.8,22,8
16030.0,331.24,1,310
14044.0,646.42,4,27
13800.0,558.32,1,310
17672.0,3178.17,2,50
12464.0,1212.05,8,10
13581.0,118.0,1,309
14540.0,952.66,3,10
13539.0,631.34,3,86
15885.0,379.35,3,93
14497.0,475.37,1,309
17507.0,605.58,2,262
13208.0,1217.65,6,59
17334.0,307.02,2,302
13871.0,6403.25,13,23
16938.0,2711.6800000000003,4,9
12754.0,3010.74,3,236
12410.0,693.3299999999999,2,309
17929.0,843.0,4,11
14778.0,730.86,2,127
17517.0,153.94,1,309
17226.0,393.49,1,309
13137.0,3603.29,8,11
13725.0,1980.56,8,50
13309.0,1456.79,5,7
12842.0,1118.99,2,70
16109.0,611.88,2,219
17291.0,550.8000000000001,1,308
15090.0,381.32,1,308
15199.0,1268.7,4,59
13911.0,2580.91,9,57
14194.0,11349.52,21,5
14842.0,2824.69,4,44
13584.0,142.4,1,307
17105.0,665.78,2,159
14438.0,131.9,1,306
12956.0,108.07,1,306
15781.0,345.46,3,25
14410.0,1100.27,9,92
14600.0,393.33000000000004,1,306
17302.0,1135.63,5,15
17613.0,4544.55,14,23
13334.0,3502.32,3,82
13955.0,322.96,2,154
17162.0,1715.46,10,29
17774.0,1213.73,4,97
13809.0,155.05,1,305
15407.0,1046.74,4,34
15577.0,258.88,3,151
16332.0,1582.8,7,28
14048.0,409.93,1,305
14475.0,925.85,3,72
17859.0,141.92000000000002,1,305
12576.0,1315.83,5,36
15753.0,79.2,1,305
12599.0,1032.58,7,29
14562.0,5006.77,18,4
16951.0,1277.75,3,135
16998.0,295.0,4,150
13133.0,109.8,2,274
17881.0,133.35000000000002,1,304
15843.0,118.95000000000002,1,304
17083.0,1405.78,3,109
15970.0,314.1,1,304
13590.0,1981.92,6,11
17537.0,887.67,2,30
12401.0,84.3,1,303
12462.0,1189.59,2,19
17843.0,205.48,1,303
13706.0,330.79,1,303
17940.0,4020.04,10,49
17686.0,5739.46,7,7
14431.0,470.36,1,303
15809.0,515.77,5,36
12561.0,238.85,1,303
14465.0,1038.44,3,247
18093.0,2106.52,4,93
16027.0,934.62,6,92
12857.0,1106.4,2,211
18230.0,2810.2000000000003,7,9
16425.0,302.7,1,302
16842.0,1264.19,3,101
15796.0,2708.61,8,1
14555.0,312.54,2,57
15114.0,2760.56,10,30
15133.0,982.42,3,128
17705.0,1823.52,9,3
12897.0,216.5,2,205
17512.0,2924.9900000000002,10,29
12477.0,13219.74,6,23
15550.0,575.63,4,4
18159.0,530.15,1,301
13875.0,1786.79,5,54
15406.0,510.71000000000004,2,31
17282.0,1685.46,3,130
16434.0,1511.8,7,29
17050.0,3185.64,6,96
13171.0,468.41,3,22
17472.0,697.54,3,191
17255.0,291.48,2,41
16084.0,436.18,1,299
17667.0,2055.51,5,66
12507.0,1304.81,3,134
14631.0,1006.98,3,51
13381.0,3639.31,6,32
15236.0,321.05,1,299
13475.0,1431.78,4,191
17829.0,889.24,1,299
13717.0,1445.01,6,32
13157.0,1741.22,4,49
14644.0,830.76,2,68
12993.0,414.76,4,23
17571.0,1425.67,4,50
16979.0,1852.0,6,4
16738.0,3.75,1,298
15122.0,1633.78,3,114
17612.0,2048.45,6,53
17348.0,1156.6,5,15
13893.0,821.1,1,298
14035.0,1428.02,5,29
13623.0,727.74,5,31
14346.0,1021.58,2,121
16431.0,623.28,3,213
12616.0,713.3,2,95
16317.0,1341.65,3,120
14935.0,1784.71,1,297
16073.0,122.39999999999999,1,297
14477.0,1309.6,4,20
14760.0,89.2,1,297
14897.0,1366.38,4,8
15810.0,1391.98,4,79
16509.0,363.7,1,297
14386.0,142.4,1,297
12455.0,2466.86,6,73
14530.0,2862.11,6,26
15670.0,173.05,1,297
12653.0,2209.85,2,149
16126.0,6287.77,4,29
14609.0,601.56,4,72
13414.0,1390.5,3,134
12823.0,1759.5,5,75
12352.0,2506.04,8,36
12372.0,1298.04,3,72
14944.0,5900.25,12,30
16494.0,826.53,1,297
14959.0,695.42,4,64
16148.0,76.32000000000001,1,296
17422.0,1979.37,6,16
17175.0,1443.69,4,44
18257.0,2337.63,8,39
12362.0,5226.23,10,3
13018.0,7277.7,28,16
13718.0,306.55,2,246
15382.0,5955.71,6,15
14754.0,638.05,2,45
13151.0,1257.8700000000001,1,296
12654.0,601.98,5,11
13085.0,416.08000000000004,2,158
15903.0,5126.76,7,10
15785.0,2328.9700000000003,5,33
18138.0,152.65,1,295
14379.0,348.1,2,44
14211.0,2241.1,9,53
14371.0,100.5,1,295
13425.0,1624.21,3,108
12852.0,311.55,1,295
15228.0,3386.71,4,66
13012.0,1646.8400000000001,8,9
16182.0,6617.65,4,72
13489.0,449.52,4,105
12714.0,4708.86,5,9
13904.0,332.64,2,37
15755.0,2364.25,6,10
13932.0,307.4,1,295
13799.0,688.86,2,117
13951.0,674.45,3,176
16765.0,34.0,1,294
16566.0,614.66,5,15
12891.0,331.0,3,186
16466.0,1595.96,7,34
16115.0,1660.8799999999999,8,10
14162.0,289.36,2,174
13301.0,618.09,4,104
14803.0,845.55,3,162
13744.0,1080.52,2,95
12988.0,505.82,1,292
17323.0,906.52,7,15
12707.0,603.42,1,292
18094.0,3017.3,7,82
15129.0,3447.4,11,50
17361.0,488.2,3,49
18155.0,371.62,3,75
15321.0,2748.31,3,71
13477.0,1454.58,6,38
15065.0,3158.13,4,38
16980.0,1028.46,2,255
15146.0,1327.16,2,165
12365.0,641.38,2,291
13410.0,1003.06,5,24
13044.0,560.47,1,291
16441.0,381.2,2,67
16014.0,646.83,3,38
14520.0,270.6,2,2
18087.0,4055.7199999999993,2,98
17994.0,674.89,4,122
13038.0,908.46,3,80
17002.0,1493.73,3,86
15722.0,2211.21,5,36
16349.0,53.5,1,291
16913.0,113.44,1,290
17442.0,2248.56,6,37
14895.0,11138.710000000001,20,8
18114.0,220.1,1,290
15303.0,574.02,1,290
12845.0,354.09,4,267
18188.0,2001.04,3,15
16045.0,1340.7,4,120
16573.0,663.61,2,85
13421.0,1833.71,2,40
18196.0,686.63,2,95
13285.0,2709.12,4,23
13184.0,1668.95,10,15
18151.0,653.35,2,135
13804.0,2588.39,7,31
17499.0,622.88,1,290
15397.0,94.0,1,290
14276.0,1119.74,3,99
13453.0,356.97999999999996,2,166
18172.0,7561.68,20,15
16394.0,1555.34,5,57
17711.0,385.1,2,11
13865.0,501.56,4,58
16940.0,3049.88,3,52
14289.0,911.26,6,9
16208.0,664.26,2,45
17063.0,1461.14,7,21
13149.0,1676.06,4,14
18068.0,101.69999999999999,1,289
15932.0,2495.87,8,4
16692.0,1276.0,2,256
17171.0,224.91,1,289
18231.0,2071.77,5,192
14004.0,4582.64,7,43
17139.0,10650.77,12,16
14513.0,455.59000000000003,3,101
15974.0,3442.15,7,39
17830.0,398.7,3,2
12565.0,145.92,1,289
12582.0,511.36,2,239
14231.0,925.71,3,184
17867.0,1157.8700000000001,6,30
14880.0,690.59,3,77
13118.0,1197.81,5,20
15121.0,457.72,2,50
17117.0,116.19999999999999,1,288
12945.0,462.95,1,288
18056.0,363.65,1,288
16072.0,584.3199999999999,1,288
16838.0,588.85,2,197
15543.0,127.86,1,288
13751.0,296.25,1,288
15847.0,389.27,2,38
13851.0,2651.46,3,96
13501.0,1340.32,1,288
12633.0,2163.98,4,59
13345.0,389.5,1,288
13870.0,2770.94,8,2
17034.0,745.52,3,16
16592.0,4113.68,16,4
15712.0,1072.3600000000001,5,9
13362.0,3090.7400000000002,4,9
14470.0,461.19,2,12
17388.0,1259.56,4,78
16841.0,1869.82,6,37
13753.0,741.26,1,288
13666.0,84.65,3,60
12361.0,189.9,1,287
14481.0,636.51,2,165
13792.0,195.55,2,66
17663.0,1802.91,7,26
13973.0,264.7,1,287
15990.0,792.11,2,44
13493.0,618.63,2,275
13684.0,65.13,1,286
13261.0,944.1,2,269
16598.0,145.04999999999998,1,286
14147.0,483.4,2,78
15951.0,708.22,2,9
13971.0,2758.26,8,19
17516.0,764.88,5,15
13630.0,2031.78,7,5
14157.0,424.89000000000004,2,20
13636.0,949.12,5,37
13610.0,1082.33,7,12
14745.0,1220.26,5,113
12781.0,826.74,2,64
14036.0,626.65,1,285
16057.0,2263.12,7,16
16992.0,1614.31,5,11
15724.0,218.25,2,201
12458.0,947.4,2,71
12598.0,3023.08,8,10
13675.0,486.82000000000005,2,151
14227.0,3350.96,10,26
16668.0,306.71999999999997,6,15
16667.0,567.1800000000001,2,68
13509.0,979.72,7,9
15874.0,4405.88,7,64
16187.0,6911.4400000000005,15,32
16339.0,94.05,1,284
12509.0,176.5,1,284
14046.0,154.99,1,284
13292.0,578.9399999999999,2,39
16427.0,241.06,2,263
14056.0,8152.71,23,1
15656.0,748.5,4,45
12811.0,514.85,3,261
16518.0,484.32,2,61
17165.0,158.68,1,284
17462.0,675.69,2,60
14620.0,412.78000000000003,2,206
14740.0,1448.21,3,197
16462.0,136.0,3,74
12428.0,7956.46,9,26
16078.0,79.2,1,284
16915.0,621.6800000000001,6,9
15676.0,3435.76,3,19
15709.0,133.25,1,284
15241.0,1756.44,8,67
12933.0,607.53,3,24
15092.0,457.81,2,215
12679.0,1113.02,4,59
15319.0,204.5,1,284
16212.0,690.34,2,19
15257.0,317.15,1,283
14656.0,291.05,2,169
13884.0,787.6,5,7
12866.0,559.12,1,283
14676.0,2548.2400000000002,6,31
13166.0,417.2,1,283
16389.0,1382.07,4,53
14292.0,4871.93,9,8
15416.0,3984.32,4,65
15733.0,162.3,1,283
16678.0,3109.99,12,3
12834.0,312.38,1,283
13722.0,2375.41,3,132
14934.0,1890.94,2,82
15067.0,1744.76,3,78
16128.0,1880.22,5,18
17770.0,1143.27,5,199
15622.0,3709.56,9,43
14473.0,234.34000000000003,2,74
15104.0,993.54,2,197
15643.0,664.0,3,192
16792.0,110.38000000000001,2,282
15031.0,653.19,4,4
15636.0,724.76,2,90
12873.0,374.0,1,282
17923.0,207.50000000000003,1,282
16217.0,304.25,2,235
17738.0,1879.05,4,19
17426.0,5037.26,6,8
16957.0,416.64,2,239
16571.0,1421.69,3,27
14483.0,137.1,1,282
15087.0,306.94,1,282
16709.0,3029.87,5,85
17856.0,1418.03,4,2
15053.0,693.95,3,5
18218.0,641.92,2,211
16159.0,348.2,1,282
17995.0,76.1,1,282
17374.0,495.77,2,219
17789.0,225.9,1,281
17416.0,6893.42,7,30
17652.0,4867.72,12,25
13476.0,1238.47,2,179
12817.0,166.04,1,281
17700.0,2534.64,4,17
15393.0,231.86,2,16
13014.0,3466.2799999999997,10,11
17508.0,387.31,1,281
13931.0,1237.53,2,96
12541.0,981.18,3,30
13382.0,222.99,1,281
15220.0,1778.96,6,52
14570.0,218.06,2,281
14447.0,1163.23,5,19
13557.0,584.06,2,28
16449.0,707.69,2,198
12547.0,207.79999999999998,2,198
17325.0,96.8,1,280
14995.0,231.98000000000002,2,39
16414.0,126.25,2,22
15681.0,1426.16,5,25
14670.0,392.86,2,280
15675.0,323.69,3,81
12584.0,2338.15,9,4
17535.0,164.4,1,280
15400.0,716.2,5,92
14903.0,2795.33,5,21
14499.0,808.44,3,26
18211.0,600.07,5,26
14504.0,673.26,4,47
15572.0,2533.42,7,5
17107.0,10797.48,6,33
14247.0,136.76999999999998,1,278
15554.0,217.2,1,278
14915.0,307.48,2,91
16136.0,709.38,3,60
18280.0,180.60000000000002,1,278
12614.0,315.6,1,278
13344.0,2511.69,3,68
16621.0,813.48,4,52
16225.0,1096.32,5,45
14214.0,1004.38,5,31
14012.0,328.8,1,278
16356.0,211.77,3,198
17654.0,117.55,1,277
15026.0,469.0,3,80
16517.0,162.7,1,277
14817.0,1110.34,2,200
17092.0,1774.03,4,50
16242.0,3579.86,7,8
15869.0,149.64,2,277
17817.0,387.68,3,4
15834.0,2225.15,4,70
15234.0,197.0,1,277
15764.0,3279.97,6,88
15806.0,784.58,3,46
15819.0,1905.45,4,49
14586.0,237.36,1,277
15944.0,325.1,1,277
13340.0,10736.48,7,45
16917.0,391.52,1,277
14407.0,2157.73,6,107
13908.0,2369.55,4,80
12758.0,2791.59,2,117
13975.0,2461.2400000000002,6,31
14730.0,1897.57,8,1
12623.0,305.1,1,276
14367.0,9227.82,16,8
13373.0,3312.25,3,61
16712.0,3611.31,11,9
17639.0,108.5,1,276
16426.0,1863.76,10,2
16495.0,648.26,3,3
14336.0,1614.91,4,17
14507.0,1367.88,6,24
12759.0,1531.44,3,52
17049.0,5655.03,9,3
15206.0,420.29999999999995,4,10
14013.0,473.02,3,110
14645.0,597.09,2,157
15071.0,982.07,2,94
14112.0,2915.15,7,23
13026.0,975.36,5,1
12881.0,298.0,1,276
17864.0,554.85,3,13
14936.0,8137.02,8,34
17138.0,380.5,1,276
16572.0,1009.6,3,127
14165.0,120.44,1,276
15367.0,1877.59,4,57
14291.0,3883.25,11,2
15632.0,3285.31,8,16
14297.0,1305.33,4,18
13899.0,388.52,2,16
16471.0,223.95000000000002,1,275
18183.0,632.07,2,227
14603.0,660.0,1,275
18173.0,2106.84,4,87
14854.0,2740.03,7,78
16625.0,333.08,1,275
14064.0,1334.34,5,29
15308.0,310.47,1,274
18086.0,101.34,1,274
14350.0,282.93,1,274
14930.0,2362.96,3,109
16080.0,217.16,2,82
14727.0,268.58,1,274
16778.0,245.94,2,74
14077.0,499.41999999999996,5,41
16808.0,288.42,2,99
16475.0,544.3,4,88
13265.0,2092.66,5,53
12520.0,2634.26,5,79
15049.0,121.17000000000002,1,274
18149.0,612.0799999999999,3,51
13654.0,2707.33,6,43
16652.0,6773.97,7,59
16766.0,1145.6,2,273
16801.0,1594.23,4,163
17164.0,2467.35,7,33
13226.0,108.21000000000001,1,273
13043.0,516.42,1,273
14352.0,1078.96,4,157
17351.0,587.15,3,36
16768.0,478.09000000000003,3,48
16693.0,477.86,2,69
13956.0,1019.27,5,5
13708.0,285.33,1,271
15918.0,334.23,2,191
15671.0,2657.13,7,19
14962.0,126.7,1,271
16807.0,1121.59,3,143
15125.0,11528.48,15,25
16871.0,2812.34,6,22
12901.0,17654.54,28,9
13452.0,590.0,2,259
15493.0,1953.41,5,33
16005.0,578.71,4,12
15388.0,140.54,1,270
16804.0,536.99,3,23
13499.0,1159.11,5,18
15047.0,343.62,1,270
14193.0,853.39,2,68
17542.0,170.75,1,270
15181.0,689.4799999999999,3,66
17080.0,287.62,2,22
16392.0,217.89,1,270
15106.0,1422.52,5,18
16214.0,1062.75,3,171
13716.0,138.28,1,269
15150.0,5291.33,10,17
14226.0,2214.79,5,29
13121.0,283.73,1,269
16297.0,301.9,1,269
12994.0,974.4200000000001,3,4
16152.0,1829.04,1,269
14636.0,609.85,2,36
16040.0,1313.55,3,65
15793.0,965.61,3,15
13358.0,439.03,1,269
12849.0,1010.29,2,31
15182.0,622.85,2,154
13299.0,142.5,1,268
16383.0,643.76,2,75
15381.0,596.85,2,214
12597.0,3811.22,4,19
15030.0,518.28,2,72
12435.0,7829.89,2,80
12955.0,4757.16,11,1
18189.0,1090.24,2,78
13946.0,561.5699999999999,3,79
17716.0,5655.99,11,23
13185.0,71.4,1,268
14840.0,62.85,1,268
13216.0,333.74,1,268
13650.0,1836.34,6,17
13533.0,269.09,3,183
13268.0,3174.75,11,18
15433.0,533.3,2,214
12937.0,1504.27,4,15
16216.0,914.9300000000001,1,267
16377.0,676.2,1,267
16976.0,251.51999999999998,1,267
12514.0,1017.68,1,267
18210.0,2621.38,6,2
13631.0,3070.42,11,100
14422.0,4263.64,6,1
15648.0,639.5,2,204
17725.0,3439.08,11,16
15861.0,3146.92,8,12
13072.0,177.15,1,267
15695.0,409.98,2,267
14110.0,5683.15,12,4
14059.0,183.6,1,267
16672.0,8134.9400000000005,20,2
16511.0,918.33,3,22
16256.0,752.4300000000001,1,267
13591.0,1117.13,3,65
14066.0,152.55,1,267
15483.0,225.26,4,161
16626.0,4413.1,17,1
15019.0,252.81,1,267
18270.0,283.15,2,38
14315.0,2481.13,6,45
17921.0,820.23,4,64
14041.0,141.41,1,266
17060.0,234.24,1,266
16023.0,719.81,3,46
17133.0,4892.240000000001,7,16
12878.0,854.99,2,236
14155.0,118.75,1,266
17043.0,1735.18,4,32
13046.0,629.31,2,31
14633.0,344.90000000000003,1,266
12948.0,2064.95,7,16
15703.0,211.5,1,265
14071.0,1437.57,8,4
17134.0,413.2,2,107
17795.0,342.83,2,180
12902.0,138.68,1,265
16444.0,654.67,4,46
14232.0,2048.07,5,43
14693.0,172.9,1,265
12407.0,1708.1200000000001,5,50
16728.0,1048.28,4,46
16096.0,320.62,1,264
13985.0,7060.13,15,4
13592.0,247.95999999999998,4,36
15140.0,2354.25,7,52
12843.0,1702.26,8,66
14408.0,2599.03,7,11
15408.0,267.18,1,264
15445.0,113.5,1,264
14205.0,466.7,2,17
15452.0,528.48,3,30
14223.0,991.13,3,92
16619.0,226.21,1,264
14762.0,300.52,1,264
13934.0,922.1,1,264
15669.0,684.34,4,40
16384.0,584.5,2,90
18224.0,158.95000000000002,1,264
14245.0,1693.45,2,220
17678.0,298.11,1,264
15855.0,712.24,5,137
17204.0,1564.56,4,175
16036.0,758.92,2,87
17763.0,15.0,1,263
13262.0,200.29,1,263
17152.0,1689.5,3,195
14632.0,114.56,1,263
13900.0,740.95,3,183
14875.0,1465.3200000000002,2,108
15132.0,977.9300000000001,5,18
17272.0,2148.63,4,42
16135.0,517.55,1,263
12831.0,215.05,1,262
15437.0,200.16,1,262
